bacterial_species,isolate_code,administrative_region,national_site,local_site,sample_source,replicate,colony,esbl,ampicillin_int,amoxicillin/clavulanic_acid_int,ceftaroline_int,cefalexin_int,cefalotin_int,cefpodoxime_int,cefotaxime_int,cefovecin_int,ceftiofur_int,ceftazidime/avibactam_int,imepenem_int,amikacin_int,gentamicin_int,neomycin_int,nalidixic_acid_int,enrofloxacin_int,marbofloxacin_int,pradofloxacin_int,doxycycline_int,tetracycline_int,nitrofurantoin_int,chloramphenicol_int,trimethoprim/sulfamethazole_int,scored_resistance,num_antibiotics_tested,mar_index,ampicillin_encoded,amoxicillin/clavulanic_acid_encoded,ceftaroline_encoded,cefalexin_encoded,cefalotin_encoded,cefpodoxime_encoded,cefotaxime_encoded,cefovecin_encoded,ceftiofur_encoded,ceftazidime/avibactam_encoded,imepenem_encoded,amikacin_encoded,gentamicin_encoded,neomycin_encoded,nalidixic_acid_encoded,enrofloxacin_encoded,marbofloxacin_encoded,pradofloxacin_encoded,doxycycline_encoded,tetracycline_encoded,nitrofurantoin_encoded,chloramphenicol_encoded,trimethoprim/sulfamethazole_encoded,high_mar,species_target
escherichia_coli,ec_maewtr3c9,barmm,marawi_city,apmc,effluent_water_treated,3,9,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,i,r,s,s,s,3.0,22.0,0.1364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0,escherichia_coli
enterobacter_aerogenes,ec_prftr1c16,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,16,,,r,s,r,r,s,s,i,s,s,s,s,s,s,,s,s,s,s,s,i,s,s,3.0,21.0,0.1429,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,enterobacter_aerogenes
escherichia_coli,ec_mrftr2c6,barmm,marawi_city,gadongan,fish_tilapia,2,6,neg,s,s,s,s,i,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_mrftr3c11,barmm,marawi_city,gadongan,fish_tilapia,3,11,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
enterobacter_cloacae_complex,ec_mkdwr1c1,barmm,marawi_city,tuca_kialdan,drinking_water,1,1,,,r,,r,r,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,enterobacter_cloacae_complex
escherichia_coli,ec_mrlwr3c16,barmm,marawi_city,gadongan,lake_water,3,16,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
escherichia_coli,ec_mkdwr2c3,barmm,marawi_city,tuca_kialdan,drinking_water,2,3,neg,r,s,,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,r,r,s,s,r,4.0,21.0,0.1905,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_mkdwr1c3,barmm,marawi_city,tuca_kialdan,drinking_water,1,3,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
escherichia_coli,sgpgfgr3c5,region_iii_central_luzon,pampanga,san_gabriel,fish_gusaw,3,5,neg,r,s,s,r,s,s,s,s,s,s,s,s,s,s,,s,s,s,r,r,s,s,s,4.0,22.0,0.1818,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,escherichia_coli
escherichia_coli,ec_maewur1c16,barmm,marawi_city,apmc,effluent_water_untreated,1,16,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
escherichia_coli,ec_mrftr2c10,barmm,marawi_city,gadongan,fish_tilapia,2,10,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdfkr1c3,barmm,marawi_city,dayawan,fish_kaolang,1,3,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,i,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
klebsiella_pneumoniae_ssp_pneumoniae,ec_mddwr1c1,barmm,marawi_city,dayawan,drinking_water,1,1,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,i,s,s,1.0,22.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
escherichia_coli,ec_mrlwr2c1,barmm,marawi_city,gadongan,lake_water,2,1,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
escherichia_coli,salolrwr2c1,region_viii_eastern_visayas,ormoc,larrazabal,river_water,2,1,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,r,s,s,s,1.0,22.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_pgfgr1c10,region_iii_central_luzon,pampanga,san_gabriel,fish_gusaw,1,10,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
escherichia_coli,ec_olrwr3c3,region_viii_eastern_visayas,ormoc,larrazabal,river_water,3,3,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
escherichia_coli,vcpgrwr1c13,region_iii_central_luzon,pampanga,san_gabriel,river_water,1,13,neg,r,s,s,r,s,s,s,s,i,s,s,s,s,s,,s,s,s,s,s,s,s,s,2.0,22.0,0.0909,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
escherichia_coli,ec_mdftr1c7,barmm,marawi_city,dayawan,fish_tilapia,1,7,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_mklwr2c5,barmm,marawi_city,tuca_kialdan,lake_water,2,5,neg,r,r,,r,r,r,,r,r,s,s,s,s,s,,i,s,i,r,r,i,s,r,10.0,20.0,0.5,2.0,2.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,1.0,0.0,2.0,1,klebsiella_pneumoniae_ssp_pneumoniae
enterobacter_aerogenes,ec_pgftr1c2,region_iii_central_luzon,pampanga,san_gabriel,fish_tilapia,1,2,,,r,s,r,r,s,s,i,s,s,s,s,s,s,,s,s,s,s,s,i,s,s,3.0,21.0,0.1429,2.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,enterobacter_aerogenes
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr3c1,region_viii_eastern_visayas,ormoc,alegria,river_water,3,1,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,i,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
enterobacter_aerogenes,sg_mrftr1c2,barmm,marawi_city,gadongan,fish_tilapia,1,2,,,r,s,r,r,s,s,s,s,s,i,s,s,s,,s,s,s,r,r,i,s,s,5.0,21.0,0.2381,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0,enterobacter_aerogenes
escherichia_coli,ec_mdftr1c16,barmm,marawi_city,dayawan,fish_tilapia,1,16,neg,r,s,,r,r,s,,i,i,s,s,s,s,s,,s,s,i,r,i,s,s,r,5.0,20.0,0.25,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0,escherichia_coli
escherichia_coli,vcprftr1c10,region_iii_central_luzon,pampanga,san_roque,fish_tilapia,1,10,neg,r,s,s,r,s,s,s,s,i,s,s,s,s,s,,s,s,s,s,s,s,s,s,2.0,22.0,0.0909,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
escherichia_coli,ec_maewur3c33,barmm,marawi_city,apmc,effluent_water_untreated,3,33,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,i,r,s,s,s,1.0,22.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_mrlwr1c13,barmm,marawi_city,gadongan,lake_water,1,13,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
klebsiella_pneumoniae_ssp_pneumoniae,sal_mddwr2c1,barmm,marawi_city,dayawan,drinking_water,2,1,neg,r,s,,r,r,r,,r,r,,s,s,s,s,,i,s,s,r,r,r,s,s,9.0,19.0,0.4737,2.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1,klebsiella_pneumoniae_ssp_pneumoniae
enterobacter_cloacae_complex,ec_mkfkr3c3,barmm,marawi_city,tuca_kialdan,fish_kaolang,3,3,,,r,,r,r,s,s,s,s,s,s,s,s,s,,s,s,s,r,r,s,s,s,5.0,20.0,0.25,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,enterobacter_cloacae_complex
enterobacter_cloacae_complex,ec_mdftr1c13,barmm,marawi_city,dayawan,fish_tilapia,1,13,,,r,,r,r,s,s,s,i,s,s,s,s,s,,s,s,s,r,s,s,s,s,4.0,20.0,0.2,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0,enterobacter_cloacae_complex
pseudomonas_aeruginosa,sg_maewtr2c1,barmm,marawi_city,apmc,effluent_water_treated,2,1,,,,,,,,r,r,r,,s,s,s,,,i,s,,,,,,,3.0,8.0,0.375,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,pseudomonas_aeruginosa
vibrio_fluvialis,vcoadwr3c31,region_viii_eastern_visayas,ormoc,alegria,drinking_water,3,31,neg,i,s,,,,,,s,s,,s,s,s,,,s,s,,s,s,,s,s,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,other
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafbr2c8,region_viii_eastern_visayas,ormoc,alegria,fish_banak,2,8,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
klebsiella_pneumoniae_ssp_pneumoniae,ec_maewur2c18,barmm,marawi_city,apmc,effluent_water_untreated,2,18,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
escherichia_coli,ec_mkdwr3c2,barmm,marawi_city,tuca_kialdan,drinking_water,3,2,neg,s,s,s,s,i,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_oarwr1c7,region_viii_eastern_visayas,ormoc,alegria,river_water,1,7,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
escherichia_coli,ec_mdftr3c17,barmm,marawi_city,dayawan,fish_tilapia,3,17,neg,r,s,,r,r,s,,i,i,,s,s,s,s,,s,s,s,r,r,s,r,r,7.0,19.0,0.3684,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,1,escherichia_coli
escherichia_coli,sgpgrwr3c2,region_iii_central_luzon,pampanga,san_gabriel,river_water,3,2,neg,s,s,s,r,s,s,s,s,r,s,s,s,s,s,,i,s,s,r,r,s,r,r,6.0,22.0,0.2727,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,escherichia_coli
enterobacter_cloacae_complex,ec_prdwr3c9,region_iii_central_luzon,pampanga,san_roque,drinking_water,3,9,,,r,,r,r,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,enterobacter_cloacae_complex
escherichia_coli,ec_mdftr3c18,barmm,marawi_city,dayawan,fish_tilapia,3,18,neg,r,s,s,r,s,s,s,s,s,s,s,s,s,s,,s,s,s,r,r,s,r,r,6.0,22.0,0.2727,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,0,escherichia_coli
escherichia_coli,ec_maewur2c23,barmm,marawi_city,apmc,effluent_water_untreated,2,23,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
enterobacter_cloacae_complex,ec_mkftr1c2,barmm,marawi_city,tuca_kialdan,fish_tilapia,1,2,,,r,,r,r,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,enterobacter_cloacae_complex
escherichia_coli,saloldwr2c2,region_viii_eastern_visayas,ormoc,larrazabal,drinking_water,2,2,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,r,s,s,s,1.0,22.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_mrfkr3c9,barmm,marawi_city,gadongan,fish_kaolang,3,9,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
escherichia_coli,ec_maewur1c6,barmm,marawi_city,apmc,effluent_water_untreated,1,6,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_mkftr2c16,barmm,marawi_city,tuca_kialdan,fish_tilapia,2,16,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
vibrio_cholerae,vc_mrlwr1c6,barmm,marawi_city,gadongan,lake_water,1,6,,r,s,,,,,,s,s,,s,s,s,,,s,s,,s,s,,s,s,1.0,13.0,0.0769,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,other
klebsiella_pneumoniae_ssp_pneumoniae,ec_mkftr3c14,barmm,marawi_city,tuca_kialdan,fish_tilapia,3,14,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
pseudomonas_aeruginosa,sal_maewur1c3,barmm,marawi_city,apmc,effluent_water_untreated,1,3,,,,,,,,r,s,r,,s,s,s,s,,i,s,,,,,,,3.0,9.0,0.3333,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,pseudomonas_aeruginosa
escherichia_coli,ec_mrfkr3c7,barmm,marawi_city,gadongan,fish_kaolang,3,7,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
escherichia_coli,salpgftr2c10,region_iii_central_luzon,pampanga,san_gabriel,fish_tilapia,2,10,neg,r,s,s,r,s,s,s,s,r,s,s,s,s,s,,i,s,i,r,r,s,r,r,7.0,22.0,0.3182,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,1,escherichia_coli
escherichia_coli,ec_mdfkr3c5,barmm,marawi_city,dayawan,fish_kaolang,3,5,neg,s,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,r,i,s,s,s,1.0,22.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0,escherichia_coli
escherichia_coli,ec_pgftr3c12,region_iii_central_luzon,pampanga,san_gabriel,fish_tilapia,3,12,neg,s,s,s,s,s,s,s,r,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,escherichia_coli
klebsiella_pneumoniae_ssp_pneumoniae,ec_oafgr3c13,region_viii_eastern_visayas,ormoc,alegria,fish_gusaw,3,13,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
enterobacter_aerogenes,ec_mkfkr3c7,barmm,marawi_city,tuca_kialdan,fish_kaolang,3,7,,,r,s,r,r,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,i,s,s,3.0,21.0,0.1429,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,enterobacter_aerogenes
escherichia_coli,ec_mkftr2c1,barmm,marawi_city,tuca_kialdan,fish_tilapia,2,1,neg,s,s,s,s,i,s,s,s,s,s,s,s,s,s,,s,s,s,r,r,s,s,s,2.0,22.0,0.0909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0,escherichia_coli
enterobacter_cloacae_complex,ec_pgdwr1c2,region_iii_central_luzon,pampanga,san_gabriel,drinking_water,1,2,,,r,,r,r,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,i,s,s,3.0,20.0,0.15,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,enterobacter_cloacae_complex
vibrio_cholerae,vc_mklwr1c11,barmm,marawi_city,tuca_kialdan,lake_water,1,11,,r,s,,,,,,s,s,,s,s,s,,,s,s,,s,s,s,s,s,1.0,14.0,0.0714,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,other
klebsiella_pneumoniae_ssp_pneumoniae,ec_mdfkr2c6,barmm,marawi_city,dayawan,fish_kaolang,2,6,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,r,i,s,s,s,2.0,22.0,0.0909,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
vibrio_fluvialis,vcoadwr3c17,region_viii_eastern_visayas,ormoc,alegria,drinking_water,3,17,neg,r,i,,,,,,s,r,,s,s,s,,,s,s,,s,s,,s,s,2.0,13.0,0.1538,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,other
klebsiella_pneumoniae_ssp_pneumoniae,ec_prrwr1c10,region_iii_central_luzon,pampanga,san_roque,river_water,1,10,neg,r,s,s,s,s,s,s,s,s,s,s,s,s,s,,s,s,s,s,s,s,s,s,1.0,22.0,0.0455,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,klebsiella_pneumoniae_ssp_pneumoniae
